"Variant SKU",Command,Handle,"Body HTML","Inventory Available:Home","Inventory Available:MD","Inventory Available:PS",Status,Tags,"Tags Command",Title,Type,"Variant Barcode","Variant Command","Variant Cost","Variant Inventory Policy","Variant Inventory Tracker","Variant Price",Vendor,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Image Src","Image Command","Variant Image",Metafield:custom.argyle_colour,Metafield:custom.certification,Metafield:custom.product_caratprice,Metafield:custom.product_rrp,Metafield:custom.specifications,Metafield:custom.stone_carat,Metafield:custom.stone_clarity,Metafield:custom.stone_colour,Metafield:custom.stone_measurement,Metafield:custom.stone_shape,Metafield:custom.table_specifications,"Variant Fullfilment Service"
SDB-RDDRRB001,,iden-blue-9ct-rose-gold-bracelet-sdb-rddrrb001,"Our Iden bracelet has six Australian Sapphires within a simple and faithful design. The bracelet is made to fit all wrist sizes with three different anchor points. Iden is crafted in 9ct Rose, White and Yellow Gold.",11,0.00,0.00,,"SUMMERCLEARANCE22, 9ct, cross, set, Sapphire Dreams, Blue, Round, Bracelets, Autumn 22, 9ct Rose Gold, Rose Gold Metal, Less than 1.00ct",REPLACE,"Iden Bracelet",Bracelets,SDB-RDDRRB001,MERGE,172.31,deny,shopify,300.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRRB001.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB001_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB001_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB001_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB001_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRRB001.jpg,,NO,0.00,750.00,"9ct Rose Gold = 1.81gm<br>3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.17ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 5 = 0.22ct avg.<br>incl. Chain 0.82gm 21cm<br>",0.17,,Blue,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRRB002,,jolene-blue-9ct-rose-gold-bracelet-sdb-rddrrb002,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",10,0.00,0.00,,"cross, floral, 9ct, SUMMERCLEARANCE22, set, Sapphire Dreams, Blue, Round, Bracelets, Autumn 22, 9ct Rose Gold, Rose Gold Metal, Less than 1.00ct",REPLACE,"Jolene Bracelet",Bracelets,SDB-RDDRRB002,MERGE,155.65,deny,shopify,278.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRRB002.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRRB002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRRB002.jpg,,NO,0.00,695.00,"9ct Rose Gold = 1.91gm<br>3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.15ct avg.<br>incl. 9ct Rose Gold Chain 0.79gm 21cm<br>",0.15,,Blue,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRRT001,,iden-teal-9ct-rose-gold-bracelet-sdb-rddrrt001,"Our Iden bracelet has six Australian Sapphires within a simple and faithful design. The bracelet is made to fit all wrist sizes with three different anchor points. Iden is crafted in 9ct Rose, White and Yellow Gold.",8,0.00,0.00,,"SUMMERCLEARANCE22, 9ct, cross, set, Sapphire Dreams, Teal, Round, Bracelets, Autumn 22, 9ct Rose Gold, Rose Gold Metal, Less than 1.00ct",REPLACE,"Iden Bracelet",Bracelets,SDB-RDDRRT001,MERGE,168.91,deny,shopify,278.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRRT001.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT001_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT001_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT001_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT001_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRRT001.jpg,,NO,0.00,695.00,"9ct Rose Gold = 1.87gm<br>3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.15ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 5 = 0.21ct avg.<br>incl. Chain 0.95gm 25cm<br>",0.15,,Teal,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRRT002,,jolene-teal-9ct-rose-gold-bracelet-sdb-rddrrt002,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",10,0.00,0.00,,"cross, floral, 9ct, SUMMERCLEARANCE22, set, Sapphire Dreams, Teal, Round, Bracelets, Autumn 22, 9ct Rose Gold, Rose Gold Metal, Less than 1.00ct",REPLACE,"Jolene Bracelet",Bracelets,SDB-RDDRRT002,MERGE,152.24,deny,shopify,260.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRRT002.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT002_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRRT002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRRT002.jpg,,NO,0.00,650.00,"9ct Rose Gold = 1.96gm<br>3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.17ct avg.<br>incl. 9ct Rose Gold Chain 0.77gm 14cm<br>",0.17,,Teal,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRWT001,,iden-teal-9ct-white-gold-bracelet-sdb-rddrwt001,"Our Iden bracelet has six Australian Sapphires within a simple and faithful design. The bracelet is made to fit all wrist sizes with three different anchor points. Iden is crafted in 9ct Rose, White and Yellow Gold.",10,0.00,0.00,,"SUMMERCLEARANCE22, 9ct, cross, set, Sapphire Dreams, Teal, Round, Bracelets, Autumn 22, 9ct White Gold, White Gold Metal, Less than 1.00ct",REPLACE,"Iden Bracelet",Bracelets,SDB-RDDRWT001,MERGE,177.37,deny,shopify,300.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRWT001.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT001_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT001_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT001_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT001_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRWT001.jpg,,NO,0.00,750.00,"9ct White Gold = 1.95gm<br>3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.17ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 5 = 0.22ct avg.<br>incl. Chain 0.88gm 20cm<br>",0.17,,Teal,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRWT002,,jolene-teal-9ct-white-gold-bracelet-sdb-rddrwt002,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",10,0.00,0.00,,"cross, floral, 9ct, SUMMERCLEARANCE22, set, Sapphire Dreams, Teal, Round, Bracelets, Autumn 22, 9ct White Gold, White Gold Metal, Less than 1.00ct",REPLACE,"Jolene Bracelet",Bracelets,SDB-RDDRWT002,MERGE,155.62,deny,shopify,260.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRWT002.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT002_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRWT002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRWT002.jpg,,NO,0.00,650.00,"9ct White Gold = 2.07gm<br>3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.17ct avg.<br>incl. 9ct White Gold Chain 0.89gm 20cm<br>",0.17,,Teal,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRWY001,,iden-yellow-9ct-white-gold-bracelet-sdb-rddrwy001,"Our Iden bracelet has six Australian Sapphires within a simple and faithful design. The bracelet is made to fit all wrist sizes with three different anchor points. Iden is crafted in 9ct Rose, White and Yellow Gold.",7,0.00,0.00,,"SUMMERCLEARANCE22, 9ct, cross, set, Sapphire Dreams, Yellow, Round, Bracelets, Autumn 22, 9ct White Gold, White Gold Metal, Less than 1.00ct",REPLACE,"Iden Bracelet",Bracelets,SDB-RDDRWY001,MERGE,177.37,deny,shopify,300.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRWY001.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY001_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY001_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY001_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY001_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRWY001.jpg,,NO,0.00,750.00,"9ct White Gold = 2.00gm<br>3.00mm Yellow Sapphire Round Brilliant Cut 1 = 0.16ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 5 = 0.20ct avg.<br>incl. Chain 0.75gm 17cm<br>",0.16,,Yellow,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRWY002,,jolene-yellow-9ct-white-gold-bracelet-sdb-rddrwy002,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",11,0.00,0.00,,"cross, floral, 9ct, SUMMERCLEARANCE22, set, Sapphire Dreams, Yellow, Round, Bracelets, Autumn 22, 9ct White Gold, White Gold Metal, Less than 1.00ct",REPLACE,"Jolene Bracelet",Bracelets,SDB-RDDRWY002,MERGE,155.62,deny,shopify,260.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRWY002.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY002_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRWY002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRWY002.jpg,,NO,0.00,650.00,"9ct White Gold = 2.08gm<br>3.00mm Yellow Sapphire Round Brilliant Cut 1 = 0.15ct avg.<br>incl. 9ct White Gold Chain 0.91gm 21cm<br>",0.15,,Yellow,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRYB001,,iden-blue-9ct-yellow-gold-bracelet-sdb-rddryb001,"Our Iden bracelet has six Australian Sapphires within a simple and faithful design. The bracelet is made to fit all wrist sizes with three different anchor points. Iden is crafted in 9ct Rose, White and Yellow Gold.",6,0.00,0.00,,"SUMMERCLEARANCE22, 9ct, cross, set, Sapphire Dreams, Blue, Round, Bracelets, Autumn 22, 9ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Iden Bracelet",Bracelets,SDB-RDDRYB001,MERGE,172.31,deny,shopify,300.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRYB001.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB001_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB001_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB001_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB001_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRYB001.jpg,,NO,0.00,750.00,"9ct Yellow Gold = 1.84gm<br>3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.16ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 5 = 0.19ct avg.<br>incl. Chain 0.71gm 17cm<br>",0.16,,Blue,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDB-RDDRYB002,,jolene-blue-9ct-yellow-gold-bracelet-sdb-rddryb002,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",8,0.00,0.00,,"cross, floral, 9ct, SUMMERCLEARANCE22, set, Sapphire Dreams, Blue, Round, Bracelets, Autumn 22, 9ct Yellow Gold, Yellow Gold Metal, Less than 1.00ct",REPLACE,"Jolene Bracelet",Bracelets,SDB-RDDRYB002,MERGE,155.65,deny,shopify,278.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDB-RDDRYB002.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB002_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRYB002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,REPLACE,https://samsgroup.info/pim-images/SDB-RDDRYB002.jpg,,NO,0.00,695.00,"9ct Yellow Gold = 1.84gm<br>3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.16ct avg.<br>incl. 9ct Yellow Gold Chain 0.83gm 21cm<br>",0.16,,Blue,3.00mm,Round,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
