stock_code,name,EAN,qty_avail,qty_held,order_qty_min,order_qty_step,price,rrp,special,cost,image,description,category,subcategory,"Custom field 1","Custom field 2","Custom field 3","Custom field 4","Custom field 5","Custom field 6","Custom field 7","Custom field 8","Custom field 9"
SDS04200,"AU Sapphire Green Cushion 1.99ct 8.00x6.00mm",SDS04200,1.99,,1,,520.00,1350.00,,,SDS04200,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04200",,GREEN,,8.00x6.00mm,"W/H: 1.99 - Appro: 2",,
SDS04204,"AU Sapphire Blue Cushion 1.91ct 8.00x6.00mm",SDS04204,1.91,,1,,560.00,1450.00,,,SDS04204,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04204",,BLUE,,8.00x6.00mm,"W/H: 1.91",,
SDS04207,"AU Sapphire Teal Cushion 1.67ct 8.00x6.00mm",SDS04207,1.67,,1,,520.00,1350.00,,,SDS04207,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04207",,TEAL,,8.00x6.00mm,"W/H: 1.67",,
SDS04208,"AU Sapphire Teal Cushion 1.93ct 8.00x6.00mm",SDS04208,1.93,,1,,520.00,1350.00,,,SDS04208,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04208",,TEAL,,8.00x6.00mm,"W/H: 1.93",,
SDS04209,"AU Sapphire Teal Cushion 1.96ct 8.00x6.00mm",SDS04209,1.96,,1,,520.00,1350.00,,,SDS04209,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04209",,TEAL,,8.00x6.00mm,"W/H: 1.96",,
SDS04214,"AU Sapphire Teal Round 1.79ct 7.40mm",SDS04214,1.79,,1,,400.00,1050.00,,,SDS04214,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04214",,TEAL,,7.40mm,"W/H: 1.79",,
SDS04215,"AU Sapphire Teal Round 1.86ct 7.50mm",SDS04215,1.86,,1,,400.00,1050.00,,,SDS04215,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04215",,TEAL,,7.50mm,"W/H: 1.86",,
SDS04216,"AU Sapphire Parti Teal Round 1.90ct 7.50mm",SDS04216,1.90,,1,,400.00,1050.00,,,SDS04216,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04216",,"PARTI TEAL",,7.50mm,"W/H: 1.90 - Appro: 2",,
SDS04217,"AU Sapphire Parti Teal Round 1.83ct 7.50mm",SDS04217,1.83,,1,,400.00,1050.00,,,SDS04217,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04217",,"PARTI TEAL",,7.50mm,"W/H: 1.83",,
SDS04218,"AU Sapphire Teal Blue Round 1.72ct 7.10mm",SDS04218,1.72,,1,,400.00,1050.00,,,SDS04218,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04218",,"TEAL BLUE",,7.10mm,"W/H: 1.72",,
SDS04219,"AU Sapphire Green Round 1.46ct 6.85mm",SDS04219,1.46,,1,,360.00,950.00,,,SDS04219,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04219",,GREEN,,6.85mm,"W/H: 1.46",,
SDS04220,"AU Sapphire Teal Round 1.63ct 7.10mm",SDS04220,1.63,,1,,360.00,950.00,,,SDS04220,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04220",,TEAL,,7.10mm,"W/H: 1.63",,
SDS04221,"AU Sapphire Teal Round 1.67ct 7.00mm",SDS04221,1.67,,1,,360.00,950.00,,,SDS04221,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04221",,TEAL,,7.00mm,"W/H: 1.67 - Appro: 2",,
SDS04223,"AU Sapphire Teal Round 1.74ct 7.20mm",SDS04223,1.74,,1,,400.00,1050.00,,,SDS04223,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04223",,TEAL,,7.20mm,"W/H: 1.74",,
SDS04224,"AU Sapphire Parti Round 1.65ct 7.10mm",SDS04224,1.65,,1,,360.00,950.00,,,SDS04224,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04224",,PARTI,,7.10mm,"W/H: 1.65",,
SDS04225,"AU Sapphire Parti Round 1.60ct 7.00mm",SDS04225,1.60,,1,,360.00,950.00,,,SDS04225,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04225",,PARTI,,7.00mm,"W/H: 1.60",,
SDS04226,"AU Sapphire Teal Blue Round 1.31ct 6.50mm",SDS04226,1.31,,1,,360.00,950.00,,,SDS04226,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04226",,"TEAL BLUE",,6.50mm,"W/H: 1.31",,
SDS04228,"AU Sapphire Teal Round 1.20ct 6.50mm",SDS04228,1.20,,1,,360.00,950.00,,,SDS04228,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04228",,TEAL,,6.50mm,"W/H: 1.31",,"PS: 1.20"
SDS04229,"AU Sapphire Teal Round 1.35ct 6.50mm",SDS04229,1.35,,1,,360.00,950.00,,,SDS04229,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04229",,TEAL,,6.50mm,"W/H: 1.35",,
SDS04230,"AU Sapphire Parti Round 1.32ct 6.50mm",SDS04230,1.32,,1,,360.00,950.00,,,SDS04230,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04230",,PARTI,,6.50mm,"W/H: 1.32",,
SDS04231,"AU Sapphire Blue Round 1.07ct 6.00mm",SDS04231,1.07,,1,,400.00,1050.00,,,SDS04231,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04231",,BLUE,,6.00mm,"W/H: 1.07",,
SDS04232,"AU Sapphire Parti Round 0.99ct 6.00mm",SDS04232,0.99,,1,,400.00,1050.00,,,SDS04232,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04232",,PARTI,,6.00mm,"W/H: 0.99 - Appro: 1",,
SDS04233,"AU Sapphire Teal Round 1.06ct 6.00mm",SDS04233,1.06,,1,,400.00,1050.00,,,SDS04233,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04233",,TEAL,,6.00mm,"W/H: 1.06",,
SDS04234,"AU Sapphire Teal Oval 2.63ct 9.50x7.60mm",SDS04234,2.63,,1,,640.00,1650.00,,,SDS04234,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04234",,TEAL,,9.50x7.60mm,"W/H: 2.63",,
SDS04235,"AU Sapphire Green Oval 2.92ct 9.50x7.60mm",SDS04235,2.92,,1,,680.00,1750.00,,,SDS04235,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04235",,GREEN,,9.50x7.60mm,"W/H: 2.92",,
SDS04236,"AU Sapphire Parti Teal Oval 2.66ct 9.50x7.60mm",SDS04236,2.66,,1,,640.00,1650.00,,,SDS04236,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04236",,"PARTI TEAL",,9.50x7.60mm,"W/H: 2.66",,
SDS04237,"AU Sapphire Blue Oval 2.25ct 8.90x7.00mm",SDS04237,2.25,,1,,800.00,2050.00,,,SDS04237,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04237",,BLUE,,8.90x7.00mm,"W/H: 2.25",,
SDS04238,"AU Sapphire Teal Blue Oval 2.52ct 9.10x7.20mm",SDS04238,2.52,,1,,520.00,1350.00,,,SDS04238,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04238",,"TEAL BLUE",,9.10x7.20mm,"W/H: 2.52",,
SDS04239,"AU Sapphire Blue Oval 2.34ct 9.00x7.15mm",SDS04239,2.34,,1,,800.00,2050.00,,,SDS04239,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04239",,BLUE,,9.00x7.15mm,"W/H: 2.34",,
SDS04240,"AU Sapphire Parti Oval 2.31ct 9.00x7.15mm",SDS04240,2.31,,1,,800.00,2050.00,,,SDS04240,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04240",,PARTI,,9.00x7.15mm,"W/H: 2.31",,
SDS04241,"AU Sapphire Blue Parti Oval 2.40ct 9.10x7.20mm",SDS04241,2.40,,1,,800.00,2050.00,,,SDS04241,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04241",,"BLUE PARTI",,9.10x7.20mm,"W/H: 2.40",,
SDS04242,"AU Sapphire Parti Oval 2.54ct 9.10x7.10mm",SDS04242,2.54,,1,,800.00,2050.00,,,SDS04242,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04242",,PARTI,,9.10x7.10mm,"W/H: 2.54",,
SDS04243,"AU Sapphire Teal Oval 2.09ct 8.90x7.00mm",SDS04243,2.09,,1,,800.00,2050.00,,,SDS04243,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04243",,TEAL,,8.90x7.00mm,"W/H: 2.09",,
SDS04244,"AU Sapphire Green Oval 2.29ct 9.00x7.00mm",SDS04244,2.29,,1,,800.00,2050.00,,,SDS04244,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04244",,GREEN,,9.00x7.00mm,"W/H: 2.29",,
SDS04245,"AU Sapphire Green Oval 2.33ct 9.00x7.00mm",SDS04245,2.33,,1,,700.00,1750.00,,,SDS04245,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04245",,GREEN,,9.00x7.00mm,"W/H: 2.33",,
SDS04246,"AU Sapphire Green Oval 2.12ct 8.80x6.90mm",SDS04246,2.12,,1,,900.00,2250.00,,,SDS04246,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04246",,GREEN,,8.80x6.90mm,"W/H: 2.12",,
SDS04247,"AU Sapphire Parti Oval 2.29ct 9.10x7.10mm",SDS04247,2.29,,1,,800.00,2050.00,,,SDS04247,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04247",,PARTI,,9.10x7.10mm,"W/H: 2.29",,
SDS04248,"AU Sapphire Teal Oval 2.46ct 9.10x7.20mm",SDS04248,2.46,,1,,640.00,1650.00,,,SDS04248,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04248",,TEAL,,9.10x7.20mm,"W/H: 2.46",,
SDS04249,"AU Sapphire Teal Oval 2.57ct 9.10x7.20mm",SDS04249,2.57,,1,,520.00,1350.00,,,SDS04249,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04249",,TEAL,,9.10x7.20mm,"W/H: 2.57",,
SDS04250,"AU Sapphire Teal Oval 2.37ct 9.00x7.00mm",SDS04250,2.37,,1,,640.00,1650.00,,,SDS04250,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04250",,TEAL,,9.00x7.00mm,"W/H: 2.37",,
SDS04251,"AU Sapphire Teal Oval 2.50ct 9.00x7.00mm",SDS04251,2.50,,1,,520.00,1350.00,,,SDS04251,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04251",,TEAL,,9.00x7.00mm,"W/H: 2.50",,
SDS04252,"AU Sapphire Teal Oval 2.41ct 9.00x7.10mm",SDS04252,2.41,,1,,640.00,1650.00,,,SDS04252,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04252",,TEAL,,9.00x7.10mm,"W/H: 2.41",,
SDS04253,"AU Sapphire Teal Oval 2.53ct 9.10x7.20mm",SDS04253,2.53,,1,,560.00,1450.00,,,SDS04253,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04253",,TEAL,,9.10x7.20mm,"W/H: 2.53",,
SDS04254,"AU Sapphire Teal Oval 2.51ct 9.10x7.20mm",SDS04254,2.51,,1,,560.00,1450.00,,,SDS04254,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04254",,TEAL,,9.10x7.20mm,"W/H: 2.51",,
SDS04255,"AU Sapphire Teal Oval 2.53ct 9.10x7.10mm",SDS04255,2.53,,1,,680.00,1750.00,,,SDS04255,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04255",,TEAL,,9.10x7.10mm,"W/H: 2.53",,
SDS04256,"AU Sapphire Teal Oval 2.20ct 9.00x7.00mm",SDS04256,2.20,,1,,640.00,1650.00,,,SDS04256,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04256",,TEAL,,9.00x7.00mm,"W/H: 2.20",,
SDS04257,"AU Sapphire Teal Oval 2.51ct 9.00x7.10mm",SDS04257,2.51,,1,,640.00,1650.00,,,SDS04257,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04257",,TEAL,,9.00x7.10mm,"W/H: 2.51",,
SDS04258,"AU Sapphire Teal Oval 2.43ct 9.10x7.10mm",SDS04258,2.43,,1,,640.00,1650.00,,,SDS04258,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04258",,TEAL,,9.10x7.10mm,"W/H: 2.43",,
SDS04261,"AU Sapphire Blue Oval 2.06ct 8.40x6.40mm",SDS04261,2.06,,1,,640.00,1650.00,,,SDS04261,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04261",,BLUE,,8.40x6.40mm,"W/H: 2.06",,
SDS04265,"AU Sapphire Teal Oval 1.92ct 8.50x6.50mm",SDS04265,1.92,,1,,600.00,1550.00,,,SDS04265,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04265",,TEAL,,8.50x6.50mm,"W/H: 1.92",,
SDS04266,"AU Sapphire Parti Oval 2.05ct 8.50x6.60mm",SDS04266,2.05,,1,,600.00,1550.00,,,SDS04266,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04266",,PARTI,,8.50x6.60mm,"W/H: 2.05",,
SDS04267,"AU Sapphire Teal Oval 1.97ct 8.50x6.50mm",SDS04267,1.97,,1,,600.00,1550.00,,,SDS04267,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04267",,TEAL,,8.50x6.50mm,"W/H: 1.97",,
SDS04268,"AU Sapphire Parti Oval 2.12ct 8.60x6.60mm",SDS04268,2.12,,1,,600.00,1550.00,,,SDS04268,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04268",,PARTI,,8.60x6.60mm,"W/H: 2.12",,
SDS04269,"AU Sapphire Blue Oval 1.61ct 8.00x6.10mm",SDS04269,1.61,,1,,560.00,1450.00,,,SDS04269,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04269",,BLUE,,8.00x6.10mm,"W/H: 1.61",,
SDS04275,"AU Sapphire Teal Oval 1.66ct 8.00x6.10mm",SDS04275,1.66,,1,,480.00,1250.00,,,SDS04275,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04275",,TEAL,,8.00x6.10mm,"W/H: 1.66",,
SDS04276,"AU Sapphire Teal Oval 1.67ct 7.90x6.00mm",SDS04276,1.67,,1,,480.00,1250.00,,,SDS04276,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04276",,TEAL,,7.90x6.00mm,"W/H: 1.67",,
SDS04278,"AU Sapphire Teal Oval 1.53ct 8.00x6.10mm",SDS04278,1.53,,1,,480.00,1250.00,,,SDS04278,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04278",,TEAL,,8.00x6.10mm,"W/H: 1.53",,
SDS04280,"AU Sapphire Teal Oval 1.44ct 8.00x6.00mm",SDS04280,1.44,,1,,480.00,1250.00,,,SDS04280,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04280",,TEAL,,8.00x6.00mm,"W/H: 1.44",,
SDS04282,"AU Sapphire Parti Green Oval 1.51ct 8.00x6.10mm",SDS04282,1.51,,1,,520.00,1350.00,,,SDS04282,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04282",,"PARTI GREEN",,8.00x6.10mm,"W/H: 1.51",,
SDS04287,"AU Sapphire Parti Oval 1.74ct 8.10x6.10mm",SDS04287,1.74,,1,,520.00,1350.00,,,SDS04287,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04287",,PARTI,,8.10x6.10mm,"W/H: 1.74",,
SDS04293,"AU Sapphire Parti Oval 0.95ct 7.10x5.10mm",SDS04293,0.95,,1,,440.00,1150.00,,,SDS04293,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04293",,PARTI,,7.10x5.10mm,"W/H: 0.95",,
SDS04294,"AU Sapphire Blue Teal Pear 2.66ct 10.60x7.45mm",SDS04294,2.66,,1,,880.00,2250.00,,,SDS04294,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04294",,"BLUE TEAL",,10.60x7.45mm,"W/H: 2.66",,
SDS04295,"AU Sapphire Blue Pear 2.32ct 10.00x7.10mm",SDS04295,2.32,,1,,720.00,1850.00,,,SDS04295,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04295",,BLUE,,10.00x7.10mm,"W/H: 2.32",,
SDS04296,"AU Sapphire Blue Teal Pear 2.48ct 10.10x7.10mm",SDS04296,2.48,,1,,720.00,1850.00,,,SDS04296,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04296",,"BLUE TEAL",,10.10x7.10mm,"W/H: 2.48",,
SDS04297,"AU Sapphire Blue Teal Pear 2.31ct 10.00x7.10mm",SDS04297,2.31,,1,,720.00,1850.00,,,SDS04297,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04297",,"BLUE TEAL",,10.00x7.10mm,"W/H: 2.31",,
SDS04298,"AU Sapphire Blue Teal Pear 2.57ct 10.50x7.00mm",SDS04298,2.57,,1,,720.00,1850.00,,,SDS04298,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04298",,"BLUE TEAL",,10.50x7.00mm,"W/H: 2.57",,
SDS04299,"AU Sapphire Teal Pear 2.22ct 10.00x7.10mm",SDS04299,2.22,,1,,480.00,1250.00,,,SDS04299,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04299",,TEAL,,10.00x7.10mm,"W/H: 2.22",,
SDS04300,"AU Sapphire Teal Pear 2.71ct 9.90x7.50mm",SDS04300,2.71,,1,,720.00,1850.00,,,SDS04300,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04300",,TEAL,,9.90x7.50mm,"W/H: 2.71",,
SDS04301,"AU Sapphire Parti Pear 2.10ct 9.50x6.90mm",SDS04301,2.10,,1,,760.00,1950.00,,,SDS04301,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04301",,PARTI,,9.50x6.90mm,"W/H: 2.10",,
SDS04302,"AU Sapphire Green Pear 1.97ct 9.50x6.50mm",SDS04302,1.97,,1,,640.00,1650.00,,,SDS04302,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04302",,GREEN,,9.50x6.50mm,"W/H: 1.97",,
SDS04303,"AU Sapphire Teal Pear 2.01ct 9.40x6.50mm",SDS04303,2.01,,1,,560.00,1450.00,,,SDS04303,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04303",,TEAL,,9.40x6.50mm,"W/H: 2.01",,
SDS04304,"AU Sapphire Parti Green Pear 2.40ct 9.30x7.50mm",SDS04304,2.40,,1,,720.00,1850.00,,,SDS04304,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04304",,"PARTI GREEN",,9.30x7.50mm,"W/H: 2.40",,
SDS04305,"AU Sapphire Blue Teal Pear 1.57ct 9.00x6.10mm",SDS04305,1.57,,1,,520.00,1350.00,,,SDS04305,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04305",,"BLUE TEAL",,9.00x6.10mm,"W/H: 1.57",,
SDS04306,"AU Sapphire Blue Teal Pear 1.54ct 8.90x6.00mm",SDS04306,1.54,,1,,520.00,1350.00,,,SDS04306,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04306",,"BLUE TEAL",,8.90x6.00mm,"W/H: 1.54",,
SDS04307,"AU Sapphire Blue Teal Pear 1.66ct 9.00x6.10mm",SDS04307,1.66,,1,,560.00,1450.00,,,SDS04307,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04307",,"BLUE TEAL",,9.00x6.10mm,"W/H: 1.66",,
SDS04308,"AU Sapphire Parti Teal Pear 1.66ct 8.90x5.90mm",SDS04308,1.66,,1,,520.00,1350.00,,,SDS04308,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04308",,"PARTI TEAL",,8.90x5.90mm,"W/H: 1.66",,
SDS04309,"AU Sapphire Teal Green Pear 1.70ct 9.00x6.10mm",SDS04309,1.70,,1,,520.00,1350.00,,,SDS04309,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04309",,"TEAL GREEN",,9.00x6.10mm,"W/H: 1.70",,
SDS04310,"AU Sapphire Teal Pear 1.63ct 9.00x6.00mm",SDS04310,1.63,,1,,520.00,1350.00,,,SDS04310,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04310",,TEAL,,9.00x6.00mm,"W/H: 1.63",,
SDS04311,"AU Sapphire Teal Pear 2.10ct 9.00x6.90mm",SDS04311,2.10,,1,,520.00,1350.00,,,SDS04311,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04311",,TEAL,,9.00x6.90mm,"W/H: 2.10",,
SDS04312,"AU Sapphire Teal Pear 2.32ct 9.00x6.90mm",SDS04312,2.32,,1,,560.00,1450.00,,,SDS04312,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04312",,TEAL,,9.00x6.90mm,"W/H: 2.32",,
SDS04313,"AU Sapphire Blue Pear 1.97ct 8.50x6.50mm",SDS04313,1.97,,1,,480.00,1250.00,,,SDS04313,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04313",,BLUE,,8.50x6.50mm,"W/H: 1.97",,
SDS04314,"AU Sapphire Parti Pear 1.87ct 8.50x6.50mm",SDS04314,1.87,,1,,520.00,1350.00,,,SDS04314,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04314",,PARTI,,8.50x6.50mm,"W/H: 1.87",,
SDS04315,"AU Sapphire Teal Pear 1.86ct 8.50x6.50mm",SDS04315,1.86,,1,,440.00,1150.00,,,SDS04315,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04315",,TEAL,,8.50x6.50mm,"W/H: 1.86",,
SDS04319,"AU Sapphire Green Pear 0.92ct 7.00x5.00mm",SDS04319,0.92,,1,,240.00,650.00,,,SDS04319,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04319",,GREEN,,7.00x5.00mm,"W/H: 0.92",,
SDS04331,"AU Sapphire Blue Marquise 3.77ct 14.15x7.25mm",SDS04331,3.77,,1,,800.00,2050.00,,,SDS04331,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04331",,BLUE,,14.15x7.25mm,"W/H: 3.77",,
SDS04332,"AU Sapphire Blue Marquise 2.02ct 13.55x5.80mm",SDS04332,2.02,,1,,600.00,1550.00,,,SDS04332,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04332",,BLUE,,13.55x5.80mm,"W/H: 2.02",,
SDS04333,"AU Sapphire Teal Marquise 2.33ct 12.40x6.15mm",SDS04333,2.33,,1,,800.00,2050.00,,,SDS04333,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04333",,TEAL,,12.40x6.15mm,"W/H: 2.33",,
SDS04334,"AU Sapphire Blue Teal Marquise 1.76ct 12.70x5.60mm",SDS04334,1.76,,1,,480.00,1250.00,,,SDS04334,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04334",,"BLUE TEAL",,12.70x5.60mm,"W/H: 1.76",,
SDS04335,"AU Sapphire Teal Marquise 2.12ct 12.15x6.00mm",SDS04335,2.12,,1,,520.00,1350.00,,,SDS04335,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04335",,TEAL,,12.15x6.00mm,"W/H: 2.12",,
SDS04336,"AU Sapphire Parti Marquise 2.06ct 11.60x6.10mm",SDS04336,2.06,,1,,680.00,1750.00,,,SDS04336,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04336",,PARTI,,11.60x6.10mm,"W/H: 2.06",,
SDS04337,"AU Sapphire Blue Marquise 1.94ct 11.75x5.50mm",SDS04337,1.94,,1,,640.00,1650.00,,,SDS04337,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04337",,BLUE,,11.75x5.50mm,"W/H: 1.94",,
SDS04338,"AU Sapphire Teal Marquise 2.58ct 11.75x6.50mm",SDS04338,2.58,,1,,680.00,1750.00,,,SDS04338,,"Australian Sapphire","Loose Sapphires","SAPPHIRE DREAMS","Sapphire Dreams Certificate No. 04338",,TEAL,,11.75x6.50mm,"W/H: 2.58",,
