SKU,Brand,Measurement,Stone_Intensity,Product_Type,Stone_Specifications,Stone_Shape,Collections,Carat_Weight,Stone_Colour,Treatment,Description,Centre_Stone_SKU
SDS03614,"Sapphire Dreams",7.00x5.00mm,1.14,"Loose sapphires","ID No.: 03614<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.14ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.14,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.14ct and measures 7.00x5.00mm.",
SDS03615,"Sapphire Dreams",7.00x5.00mm,1.21,"Loose sapphires","ID No.: 03615<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.21ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.21,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.21ct and measures 7.00x5.00mm.",
SDS03616,"Sapphire Dreams",7.00x5.00mm,1.21,"Loose sapphires","ID No.: 03616<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.21ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.21,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.21ct and measures 7.00x5.00mm.",
SDS03617,"Sapphire Dreams",7.00x5.00mm,1.07,"Loose sapphires","ID No.: 03617<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.07ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.07,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.07ct and measures 7.00x5.00mm.",
SDS03618,"Sapphire Dreams",7.00x5.00mm,0.98,"Loose sapphires","ID No.: 03618<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,0.98,Teal,,"An Australian Cushion cut Teal sapphire weighing 0.98ct and measures 7.00x5.00mm.",
SDS03619,"Sapphire Dreams",7.00x5.00mm,1.17,"Loose sapphires","ID No.: 03619<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.17ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.17,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.17ct and measures 7.00x5.00mm.",
SDS03620,"Sapphire Dreams",7.00x5.00mm,1.18,"Loose sapphires","ID No.: 03620<br>Colour: TEAL<br>Shape: CUSHION<br>Weight: 1.18ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Cushion,SDS,1.18,Teal,,"An Australian Cushion cut Teal sapphire weighing 1.18ct and measures 7.00x5.00mm.",
SDS03621,"Sapphire Dreams",6.00x4.00mm,0.74,"Loose sapphires","ID No.: 03621<br>Colour: PARTI<br>Shape: RECTANGULAR<br>Weight: 0.74ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Rectangular,SDS,0.74,Parti,,"An Australian Rectangular cut Parti sapphire weighing 0.74ct and measures 6.00x4.00mm.",
SDS03622,"Sapphire Dreams",7.00x5.00mm,1.32,"Loose sapphires","ID No.: 03622<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.32ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.32,Green,,"An Australian Emerald cut Green sapphire weighing 1.32ct and measures 7.00x5.00mm.",
SDS03623,"Sapphire Dreams",7.00x5.00mm,0.93,"Loose sapphires","ID No.: 03623<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 0.93ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,SDS,0.93,Parti,,"An Australian Pear cut Parti sapphire weighing 0.93ct and measures 7.00x5.00mm.",
SDS03624,"Sapphire Dreams",7.00x5.00mm,0.95,"Loose sapphires","ID No.: 03624<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 0.95ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,SDS,0.95,Parti,,"An Australian Pear cut Parti sapphire weighing 0.95ct and measures 7.00x5.00mm.",
SDS03625,"Sapphire Dreams",8.00x4.00mm,1.14,"Loose sapphires","ID No.: 03625<br>Colour: TEAL<br>Shape: EMERALD<br>Weight: 1.14ct<br>Size: 8.00x4.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.14,Teal,,"An Australian Emerald cut Teal sapphire weighing 1.14ct and measures 8.00x4.00mm.",
SDS03626,"Sapphire Dreams",8.00x4.00mm,1.06,"Loose sapphires","ID No.: 03626<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 1.06ct<br>Size: 8.00x4.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.06,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 1.06ct and measures 8.00x4.00mm.",
SDS03627,"Sapphire Dreams",7.00x5.00mm,1.37,"Loose sapphires","ID No.: 03627<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 1.37ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.37,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 1.37ct and measures 7.00x5.00mm.",
SDS03628,"Sapphire Dreams",6.00x4.00mm,0.68,"Loose sapphires","ID No.: 03628<br>Colour: PARTI<br>Shape: RADIANT<br>Weight: 0.68ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Radiant,SDS,0.68,Parti,,"An Australian Radiant cut Parti sapphire weighing 0.68ct and measures 6.00x4.00mm.",
SDS03629,"Sapphire Dreams",8.50x5.00mm,1.34,"Loose sapphires","ID No.: 03629<br>Colour: TEAL<br>Shape: FANCY<br>Weight: 1.34ct<br>Size: 8.50x5.00mm<br>Origin: AUSTRALIA",Fancy,SDS,1.34,Teal,,"An Australian Fancy cut Teal sapphire weighing 1.34ct and measures 8.50x5.00mm.",
SDS03630,"Sapphire Dreams",8.00x5.00mm,1.20,"Loose sapphires","ID No.: 03630<br>Colour: BLUE<br>Shape: FANCY<br>Weight: 1.20ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Fancy,SDS,1.20,Blue,,"An Australian Fancy cut Blue sapphire weighing 1.20ct and measures 8.00x5.00mm.",
SDS03631,"Sapphire Dreams",8.00x4.50mm,1.00,"Loose sapphires","ID No.: 03631<br>Colour: BLUE TEAL<br>Shape: FANCY<br>Weight: 1.00ct<br>Size: 8.00x4.50mm<br>Origin: AUSTRALIA",Fancy,SDS,1.00,"Blue Teal",,"An Australian Fancy cut Blue Teal sapphire weighing 1.00ct and measures 8.00x4.50mm.",
SDS03632,"Sapphire Dreams",8.00x4.50mm,1.02,"Loose sapphires","ID No.: 03632<br>Colour: BLUE TEAL<br>Shape: FANCY<br>Weight: 1.02ct<br>Size: 8.00x4.50mm<br>Origin: AUSTRALIA",Fancy,SDS,1.02,"Blue Teal",,"An Australian Fancy cut Blue Teal sapphire weighing 1.02ct and measures 8.00x4.50mm.",
SDS03633,"Sapphire Dreams",6.00mm,1.00,"Loose sapphires","ID No.: 03633<br>Colour: TEAL<br>Shape: ROUND<br>Weight: 1.00ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,1.00,Teal,,"An Australian Round cut Teal sapphire weighing 1.00ct and measures 6.00mm.",
SDS03634,"Sapphire Dreams",8.00x6.00mm,1.58,"Loose sapphires","ID No.: 03634<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.58ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.58,Green,,"An Australian Oval cut Green sapphire weighing 1.58ct and measures 8.00x6.00mm.",
SDS03635,"Sapphire Dreams",8.00x6.00mm,1.53,"Loose sapphires","ID No.: 03635<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.53ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.53,Parti,,"An Australian Oval cut Parti sapphire weighing 1.53ct and measures 8.00x6.00mm.",
SDS03636,"Sapphire Dreams",7.00x5.00mm,1.32,"Loose sapphires","ID No.: 03636<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 1.32ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.32,Green,,"An Australian Emerald cut Green sapphire weighing 1.32ct and measures 7.00x5.00mm.",
SDS03637,"Sapphire Dreams",7.00mm,1.66,"Loose sapphires","ID No.: 03637<br>Colour: GREEN<br>Shape: ROUND<br>Weight: 1.66ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Round,SDS,1.66,Green,,"An Australian Round cut Green sapphire weighing 1.66ct and measures 7.00mm.",
SDS03638,"Sapphire Dreams",10.00x5.00mm,1.41,"Loose sapphires","ID No.: 03638<br>Colour: TEAL<br>Shape: MARQUISE<br>Weight: 1.41ct<br>Size: 10.00x5.00mm<br>Origin: AUSTRALIA",Marquise,SDS,1.41,Teal,,"An Australian Marquise cut Teal sapphire weighing 1.41ct and measures 10.00x5.00mm.",
SDS03639,"Sapphire Dreams",10.00x5.00mm,1.28,"Loose sapphires","ID No.: 03639<br>Colour: GREEN<br>Shape: MARQUISE<br>Weight: 1.28ct<br>Size: 10.00x5.00mm<br>Origin: AUSTRALIA",Marquise,SDS,1.28,Green,,"An Australian Marquise cut Green sapphire weighing 1.28ct and measures 10.00x5.00mm.",
SDS03640,"Sapphire Dreams",10.00x5.00mm,1.32,"Loose sapphires","ID No.: 03640<br>Colour: GREEN<br>Shape: MARQUISE<br>Weight: 1.32ct<br>Size: 10.00x5.00mm<br>Origin: AUSTRALIA",Marquise,SDS,1.32,Green,,"An Australian Marquise cut Green sapphire weighing 1.32ct and measures 10.00x5.00mm.",
SDS03641,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 03641<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,Green,,"An Australian Oval cut Green sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS03642,"Sapphire Dreams",7.00x5.00mm,0.98,"Loose sapphires","ID No.: 03642<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.98,Green,,"An Australian Oval cut Green sapphire weighing 0.98ct and measures 7.00x5.00mm.",
SDS03643,"Sapphire Dreams",7.00x5.00mm,0.98,"Loose sapphires","ID No.: 03643<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.98,Parti,,"An Australian Oval cut Parti sapphire weighing 0.98ct and measures 7.00x5.00mm.",
SDS03644,"Sapphire Dreams","6.10 x 4.00mm",0.75,"Loose sapphires","ID No.: 03644<br>Colour: GREEN<br>Shape: EMERALD<br>Weight: 0.75ct<br>Size: 6.10 x 4.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.75,Green,,"An Australian Emerald cut Green sapphire weighing 0.75ct and measures 6.10 x 4.00mm.",
SDS03645,"Sapphire Dreams",5.60mm,1.18,"Loose sapphires","ID No.: 03645<br>Colour: PARTI<br>Shape: CARRE<br>Weight: 1.18ct<br>Size: 5.60mm<br>Origin: AUSTRALIA",Carre,SDS,1.18,Parti,,"An Australian Carre cut Parti sapphire weighing 1.18ct and measures 5.60mm.",
SDS03646,"Sapphire Dreams",9.10x7.20mm,2.26,"Loose sapphires","ID No.: 03646<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 2.26ct<br>Size: 9.10x7.20mm<br>Origin: AUSTRALIA",Oval,SDS,2.26,Yellow,,"An Australian Oval cut Yellow sapphire weighing 2.26ct and measures 9.10x7.20mm.",
SDS03647,"Sapphire Dreams",8.50x6.50mm,1.82,"Loose sapphires","ID No.: 03647<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 1.82ct<br>Size: 8.50x6.50mm<br>Origin: AUSTRALIA",Oval,SDS,1.82,Yellow,,"An Australian Oval cut Yellow sapphire weighing 1.82ct and measures 8.50x6.50mm.",
SDS03648,"Sapphire Dreams",8.00x6.00mm,1.63,"Loose sapphires","ID No.: 03648<br>Colour: GREEN YELLOW<br>Shape: OVAL<br>Weight: 1.63ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.63,"Green Yellow",,"An Australian Oval cut Green Yellow sapphire weighing 1.63ct and measures 8.00x6.00mm.",
SDS03649,"Sapphire Dreams",8.00x6.00mm,1.49,"Loose sapphires","ID No.: 03649<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 1.49ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.49,Yellow,,"An Australian Oval cut Yellow sapphire weighing 1.49ct and measures 8.00x6.00mm.",
SDS03650,"Sapphire Dreams",10.55x7.20mm,2.54,"Loose sapphires","ID No.: 03650<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 2.54ct<br>Size: 10.55x7.20mm<br>Origin: AUSTRALIA",Pear,SDS,2.54,Yellow,,"An Australian Pear cut Yellow sapphire weighing 2.54ct and measures 10.55x7.20mm.",
SDS03651,"Sapphire Dreams",10.26x7.00mm,2.23,"Loose sapphires","ID No.: 03651<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 2.23ct<br>Size: 10.26x7.00mm<br>Origin: AUSTRALIA",Pear,SDS,2.23,Yellow,,"An Australian Pear cut Yellow sapphire weighing 2.23ct and measures 10.26x7.00mm.",
SDS03652,"Sapphire Dreams",8.50x6.50mm,1.70,"Loose sapphires","ID No.: 03652<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.70ct<br>Size: 8.50x6.50mm<br>Origin: AUSTRALIA",Pear,SDS,1.70,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.70ct and measures 8.50x6.50mm.",
SDS03653,"Sapphire Dreams",8.00x6.00mm,1.43,"Loose sapphires","ID No.: 03653<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 1.43ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.43,Yellow,,"An Australian Oval cut Yellow sapphire weighing 1.43ct and measures 8.00x6.00mm.",
SDS03654,"Sapphire Dreams",7.50x5.50mm,1.28,"Loose sapphires","ID No.: 03654<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.28ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Oval,SDS,1.28,Green,,"An Australian Oval cut Green sapphire weighing 1.28ct and measures 7.50x5.50mm.",
SDS03655,"Sapphire Dreams",7.50x5.50mm,1.46,"Loose sapphires","ID No.: 03655<br>Colour: YELLOW<br>Shape: EMERALD<br>Weight: 1.46ct<br>Size: 7.50x5.50mm<br>Origin: AUSTRALIA",Emerald,SDS,1.46,Yellow,,"An Australian Emerald cut Yellow sapphire weighing 1.46ct and measures 7.50x5.50mm.",
SDS03656,"Sapphire Dreams",6.50mm,1.69,"Loose sapphires","ID No.: 03656<br>Colour: YELLOW<br>Shape: SQUARE EMERALD<br>Weight: 1.69ct<br>Size: 6.50mm<br>Origin: AUSTRALIA","Square Emerald",SDS,1.69,Yellow,,"An Australian Square emerald cut Yellow sapphire weighing 1.69ct and measures 6.50mm.",
SDS03657,"Sapphire Dreams",6.00mm,1.39,"Loose sapphires","ID No.: 03657<br>Colour: PARTI YELLOW<br>Shape: SQUARE EMERALD<br>Weight: 1.39ct<br>Size: 6.00mm<br>Origin: AUSTRALIA","Square Emerald",SDS,1.39,"Parti Yellow",,"An Australian Square emerald cut Parti Yellow sapphire weighing 1.39ct and measures 6.00mm.",
SDS03658,"Sapphire Dreams",9.50x6.50mm,1.85,"Loose sapphires","ID No.: 03658<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.85ct<br>Size: 9.50x6.50mm<br>Origin: AUSTRALIA",Pear,SDS,1.85,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.85ct and measures 9.50x6.50mm.",
SDS03659,"Sapphire Dreams",9.00x6.00mm,1.44,"Loose sapphires","ID No.: 03659<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.44ct<br>Size: 9.00x6.00mm<br>Origin: AUSTRALIA",Pear,SDS,1.44,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.44ct and measures 9.00x6.00mm.",
SDS03660,"Sapphire Dreams",8.00x6.00mm,1.34,"Loose sapphires","ID No.: 03660<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.34ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Pear,SDS,1.34,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.34ct and measures 8.00x6.00mm.",
SDS03661,"Sapphire Dreams",8.10x6.10mm,1.35,"Loose sapphires","ID No.: 03661<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.35ct<br>Size: 8.10x6.10mm<br>Origin: AUSTRALIA",Pear,SDS,1.35,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.35ct and measures 8.10x6.10mm.",
SDS03662,"Sapphire Dreams",8.00x5.00mm,1.12,"Loose sapphires","ID No.: 03662<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.12ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,SDS,1.12,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.12ct and measures 8.00x5.00mm.",
SDS03663,"Sapphire Dreams",8.00x5.00mm,1.04,"Loose sapphires","ID No.: 03663<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.04ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,SDS,1.04,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.04ct and measures 8.00x5.00mm.",
SDS03664,"Sapphire Dreams",7.00mm,1.84,"Loose sapphires","ID No.: 03664<br>Colour: YELLOW<br>Shape: SQUARE CUSHION<br>Weight: 1.84ct<br>Size: 7.00mm<br>Origin: AUSTRALIA","Square Cushion",SDS,1.84,Yellow,,"An Australian Square cushion cut Yellow sapphire weighing 1.84ct and measures 7.00mm.",
SDS03665,"Sapphire Dreams",11.30x5.50mm,1.65,"Loose sapphires","ID No.: 03665<br>Colour: YELLOW<br>Shape: MARQUISE<br>Weight: 1.65ct<br>Size: 11.30x5.50mm<br>Origin: AUSTRALIA",Marquise,SDS,1.65,Yellow,,"An Australian Marquise cut Yellow sapphire weighing 1.65ct and measures 11.30x5.50mm.",
SDS03666,"Sapphire Dreams",10.00x5.00mm,1.26,"Loose sapphires","ID No.: 03666<br>Colour: YELLOW<br>Shape: MARQUISE<br>Weight: 1.26ct<br>Size: 10.00x5.00mm<br>Origin: AUSTRALIA",Marquise,SDS,1.26,Yellow,,"An Australian Marquise cut Yellow sapphire weighing 1.26ct and measures 10.00x5.00mm.",
SDS03667,"Sapphire Dreams",8.00mm,2.34,"Loose sapphires","ID No.: 03667<br>Colour: YELLOW<br>Shape: ROUND<br>Weight: 2.34ct<br>Size: 8.00mm<br>Origin: AUSTRALIA",Round,SDS,2.34,Yellow,,"An Australian Round cut Yellow sapphire weighing 2.34ct and measures 8.00mm.",
SDS03668,"Sapphire Dreams",6.00mm,0.98,"Loose sapphires","ID No.: 03668<br>Colour: PARTI YELLOW<br>Shape: ROUND<br>Weight: 0.98ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,0.98,"Parti Yellow",,"An Australian Round cut Parti Yellow sapphire weighing 0.98ct and measures 6.00mm.",
SDS03669,"Sapphire Dreams",8.00x4.00mm,1.18,"Loose sapphires","ID No.: 03669<br>Colour: TEAL<br>Shape: BAGUETTE<br>Weight: 1.18ct<br>Size: 8.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,1.18,Teal,,"An Australian Baguette cut Teal sapphire weighing 1.18ct and measures 8.00x4.00mm.",
SDS03670,"Sapphire Dreams",8.00x4.00mm,1.06,"Loose sapphires","ID No.: 03670<br>Colour: TEAL<br>Shape: BAGUETTE<br>Weight: 1.06ct<br>Size: 8.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,1.06,Teal,,"An Australian Baguette cut Teal sapphire weighing 1.06ct and measures 8.00x4.00mm.",
SDS03671,"Sapphire Dreams",10.55x9.00mm,4.83,"Loose sapphires","ID No.: 03671<br>Colour: YELLOW <br>Shape: OVAL<br>Weight: 4.83ct<br>Size: 10.55x9.00mm<br>Origin: AUSTRALIA",Oval,SDS,4.83,"Yellow ",Unheated,"An unheated Australian Oval cut Yellow  sapphire weighing 4.83ct and measures 10.55x9.00mm.",
SDS03672,"Sapphire Dreams",10.00x7.60mm,2.93,"Loose sapphires","ID No.: 03672<br>Colour: BLUE PARTI<br>Shape: PEAR<br>Weight: 2.93ct<br>Size: 10.00x7.60mm<br>Origin: AUSTRALIA",Pear,SDS,2.93,"Blue Parti",,"An Australian Pear cut Blue Parti sapphire weighing 2.93ct and measures 10.00x7.60mm.",
SDS03673,"Sapphire Dreams",13.25x9.35mm,5.32,"Loose sapphires","ID No.: 03673<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 5.32ct<br>Size: 13.25x9.35mm<br>Origin: AUSTRALIA",Pear,SDS,5.32,Parti,,"An Australian Pear cut Parti sapphire weighing 5.32ct and measures 13.25x9.35mm.",
SDS03674,"Sapphire Dreams",10.30x8.05mm,2.94,"Loose sapphires","ID No.: 03674<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 2.94ct<br>Size: 10.30x8.05mm<br>Origin: AUSTRALIA",Pear,SDS,2.94,Green,,"An Australian Pear cut Green sapphire weighing 2.94ct and measures 10.30x8.05mm.",
SDS03675,"Sapphire Dreams",10.10x7.10mm,2.50,"Loose sapphires","ID No.: 03675<br>Colour: GREEN TEAL<br>Shape: PEAR<br>Weight: 2.50ct<br>Size: 10.10x7.10mm<br>Origin: AUSTRALIA",Pear,SDS,2.50,"Green Teal",,"An Australian Pear cut Green Teal sapphire weighing 2.50ct and measures 10.10x7.10mm.",
SDS03676,"Sapphire Dreams",10.40x7.20mm,2.68,"Loose sapphires","ID No.: 03676<br>Colour: TEAL<br>Shape: PEAR<br>Weight: 2.68ct<br>Size: 10.40x7.20mm<br>Origin: AUSTRALIA",Pear,SDS,2.68,Teal,,"An Australian Pear cut Teal sapphire weighing 2.68ct and measures 10.40x7.20mm.",
SDS03677,"Sapphire Dreams",10.30x7.20mm,2.43,"Loose sapphires","ID No.: 03677<br>Colour: TEAL BLUE<br>Shape: PEAR<br>Weight: 2.43ct<br>Size: 10.30x7.20mm<br>Origin: AUSTRALIA",Pear,SDS,2.43,"Teal Blue",,"An Australian Pear cut Teal Blue sapphire weighing 2.43ct and measures 10.30x7.20mm.",
SDS03678,"Sapphire Dreams",10.30x7.25mm,2.54,"Loose sapphires","ID No.: 03678<br>Colour: TEAL BLUE<br>Shape: PEAR<br>Weight: 2.54ct<br>Size: 10.30x7.25mm<br>Origin: AUSTRALIA",Pear,SDS,2.54,"Teal Blue",,"An Australian Pear cut Teal Blue sapphire weighing 2.54ct and measures 10.30x7.25mm.",
SDS03679,"Sapphire Dreams",9.30x7.60mm,2.57,"Loose sapphires","ID No.: 03679<br>Colour: TEAL PARTI<br>Shape: PEAR<br>Weight: 2.57ct<br>Size: 9.30x7.60mm<br>Origin: AUSTRALIA",Pear,SDS,2.57,"Teal Parti",,"An Australian Pear cut Teal Parti sapphire weighing 2.57ct and measures 9.30x7.60mm.",
SDS03680,"Sapphire Dreams",12.45x7.65mm,3.25,"Loose sapphires","ID No.: 03680<br>Colour: PARTI TEAL<br>Shape: PEAR<br>Weight: 3.25ct<br>Size: 12.45x7.65mm<br>Origin: AUSTRALIA",Pear,SDS,3.25,"Parti Teal",,"An Australian Pear cut Parti Teal sapphire weighing 3.25ct and measures 12.45x7.65mm.",
SDS03681,"Sapphire Dreams",9.65x7.80mm,2.93,"Loose sapphires","ID No.: 03681<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 2.93ct<br>Size: 9.65x7.80mm<br>Origin: AUSTRALIA",Pear,SDS,2.93,Green,,"An Australian Pear cut Green sapphire weighing 2.93ct and measures 9.65x7.80mm.",
SDS03682,"Sapphire Dreams",9.50x7.30mm,2.35,"Loose sapphires","ID No.: 03682<br>Colour: TEAL<br>Shape: PEAR<br>Weight: 2.35ct<br>Size: 9.50x7.30mm<br>Origin: AUSTRALIA",Pear,SDS,2.35,Teal,,"An Australian Pear cut Teal sapphire weighing 2.35ct and measures 9.50x7.30mm.",
SDS03683,"Sapphire Dreams",13.30x7.90mm,4.10,"Loose sapphires","ID No.: 03683<br>Colour: GREEN TEAL<br>Shape: PEAR<br>Weight: 4.10ct<br>Size: 13.30x7.90mm<br>Origin: AUSTRALIA",Pear,SDS,4.10,"Green Teal",,"An Australian Pear cut Green Teal sapphire weighing 4.10ct and measures 13.30x7.90mm.",
SDS03684,"Sapphire Dreams",10.00x7.20mm,2.34,"Loose sapphires","ID No.: 03684<br>Colour: TEAL BLUE<br>Shape: PEAR<br>Weight: 2.34ct<br>Size: 10.00x7.20mm<br>Origin: AUSTRALIA",Pear,SDS,2.34,"Teal Blue",,"An Australian Pear cut Teal Blue sapphire weighing 2.34ct and measures 10.00x7.20mm.",
SDS03685,"Sapphire Dreams",10.30x8.10mm,3.08,"Loose sapphires","ID No.: 03685<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 3.08ct<br>Size: 10.30x8.10mm<br>Origin: AUSTRALIA",Pear,SDS,3.08,Parti,,"An Australian Pear cut Parti sapphire weighing 3.08ct and measures 10.30x8.10mm.",
SDS03686,"Sapphire Dreams",8.00mm,2.26,"Loose sapphires","ID No.: 03686<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 2.26ct<br>Size: 8.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,2.26,Parti,,"An Australian Trilliant cut Parti sapphire weighing 2.26ct and measures 8.00mm.",
SDS03687,"Sapphire Dreams",8.20mm,2.36,"Loose sapphires","ID No.: 03687<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 2.36ct<br>Size: 8.20mm<br>Origin: AUSTRALIA",Trilliant,SDS,2.36,Parti,,"An Australian Trilliant cut Parti sapphire weighing 2.36ct and measures 8.20mm.",
SDS03688,"Sapphire Dreams",9.30mm,3.44,"Loose sapphires","ID No.: 03688<br>Colour: PARTI BLUE<br>Shape: ROUND<br>Weight: 3.44ct<br>Size: 9.30mm<br>Origin: AUSTRALIA",Round,SDS,3.44,"Parti Blue",,"An Australian Round cut Parti Blue sapphire weighing 3.44ct and measures 9.30mm.",
SDS03689,"Sapphire Dreams",12.50x9.95mm,6.74,"Loose sapphires","ID No.: 03689<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 6.74ct<br>Size: 12.50x9.95mm<br>Origin: AUSTRALIA",Oval,SDS,6.74,Green,,"An Australian Oval cut Green sapphire weighing 6.74ct and measures 12.50x9.95mm.",
SDS03690,"Sapphire Dreams",11.65x9.60mm,5.07,"Loose sapphires","ID No.: 03690<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 5.07ct<br>Size: 11.65x9.60mm<br>Origin: AUSTRALIA",Oval,SDS,5.07,Green,,"An Australian Oval cut Green sapphire weighing 5.07ct and measures 11.65x9.60mm.",
SDS03691,"Sapphire Dreams",10.15x8.20mm,3.57,"Loose sapphires","ID No.: 03691<br>Colour: TEAL PARTI<br>Shape: OVAL<br>Weight: 3.57ct<br>Size: 10.15x8.20mm<br>Origin: AUSTRALIA",Oval,SDS,3.57,"Teal Parti",,"An Australian Oval cut Teal Parti sapphire weighing 3.57ct and measures 10.15x8.20mm.",
